very	O
dated	O
windows	O
dev	O
experience	O
provided	O
me	O
with	O
all	O
of	O
the	O
patterns	B-ASPECT
i	O
needed	O
to	O
understand	O
ios	O
.	O

so	O
even	O
if	O
virginia	B-OBJ
was	O
a	O
better	O
candidate	O
for	O
tier	O
1	O
than	O
michigan	B-OBJ
because	O
of	O
its	O
size	B-ASPECT
,	O
michigan	B-OBJ
is	O
probably	O
the	O
other	O
public	O
law	O
school	O
in	O
this	O
tier	O
.	O

likewise	O
,	O
michigan	B-OBJ
has	O
seven	O
centers	O
to	O
serve	O
10	O
million	O
people	O
and	O
is	O
more	O
than	O
twice	O
the	O
geographic	O
size	B-ASPECT
of	O
west	O
virginia	B-OBJ
.	O

"	O
he	O
added	O
that	O
the	O
original	O
boundaries	O
would	O
make	O
the	O
state	O
about	O
equal	O
to	O
michigan	B-OBJ
in	O
size	B-ASPECT
,	O
and	O
somewhat	O
smaller	O
than	O
missouri	O
or	O
virginia	B-OBJ
.	O

brown	O
is	O
5	O
,	O
virginia	B-OBJ
5	O
,	O
cornell	O
4	O
,	O
and	O
so	O
on	O
(	O
there	O
are	O
others	O
that	O
size	B-ASPECT
too	O
)	O
but	O
16	O
is	O
actually	O
starting	O
to	O
move	O
toward	O
"	O
mid	O
-	O
size	B-ASPECT
,"	O
like	O
michigan	B-OBJ
(	O
12	O
)	O
and	O
massachusetts	O
(	O
10	O
).	O

the	O
virginia	B-OBJ
native	O
ranked	O
as	O
the	O
no	O
.	O
26	O
overall	O
prospect	O
in	O
the	O
2013	O
athlon	O
consensus	O
100	O
and	O
has	O
the	O
size	B-ASPECT
and	O
skill	O
set	O
necessary	O
to	O
be	O
an	O
every	O
-	O
down	O
back	O
for	O
michigan	B-OBJ
.	O

espn	B-OBJ
is	O
far	O
superior	O
to	O
fox	B-OBJ
,	O
if	O
only	O
because	O
of	O
all	O
the	O
talent	B-ASPECT
,	O
resources	B-ASPECT
and	O
access	B-ASPECT
a	O
company	O
like	O
espn	B-OBJ
can	O
get	O
.	O

your	O
overall	O
premise	O
is	O
correct	O
...	O
not	O
just	O
for	O
the	O
talent	B-ASPECT
but	O
the	O
overall	O
production	O
of	O
these	O
games	O
on	O
fox	B-OBJ
has	O
been	O
inferior	O
to	O
what	O
espn	B-OBJ
/	O
abc	O
/	O
cbs	O
do	O
on	O
a	O
regular	O
basis	O
.	O

if	O
espn	B-OBJ
is	O
never	O
done	O
adding	O
and	O
tweaking	O
their	O
talent	B-ASPECT
,	O
then	O
obviously	O
fox	B-OBJ
will	O
be	O
almost	O
equally	O
as	O
active	O
.	O

it	O
'	O
ll	O
run	O
fox	B-OBJ
football	O
daily	O
weekdays	O
at	O
6	O
p	O
.	O
m	O
.,	O
which	O
will	O
feature	O
nfl	O
on	O
fox	B-OBJ
talent	B-ASPECT
,	O
including	O
terry	O
bradshaw	O
,	O
howie	O
long	O
and	O
former	O
espn	B-OBJ
reporter	O
erin	O
andrews	O
.	O

fox	B-OBJ
continues	O
to	O
slowly	O
improve	O
their	O
champions	O
league	O
coverage	O
,	O
even	O
though	O
they	O
still	O
import	O
world	O
feeds	O
instead	O
of	O
supplying	O
their	O
own	O
broadcast	O
talent	B-ASPECT
like	O
espn	B-OBJ
.	O

@	O
aaron	O
....	O
i	O
fully	O
agree	O
fox	B-OBJ
has	O
more	O
than	O
enough	O
resources	B-ASPECT
to	O
broadcast	O
the	O
matches	O
espn	B-OBJ
/	O
abc	O
-	O
esque	O
through	O
fx	O
/	O
fsw	O
/	O
local	O
-	O
fox	B-OBJ
+	O
making	O
their	O
own	O
version	O
of	O
espn360	O
free	O
.	O

but	O
while	O
fox	B-OBJ
may	O
start	O
a	O
long	O
ways	O
behind	O
espn	B-OBJ
,	O
they	O
have	O
the	O
resources	B-ASPECT
to	O
commit	O
to	O
an	O
all	O
sports	O
cable	O
channel	O
other	O
networks	O
don	O
'	O
t	O
right	O
now	O
.	O

the	O
bad	O
news	O
is	O
that	O
fox	B-OBJ
is	O
still	O
not	O
seeing	O
a	O
lot	O
of	O
momentum	O
on	O
the	O
ratings	O
front	O
for	O
original	O
programming	O
and	O
resources	B-ASPECT
aren	O
'	O
t	O
as	O
abundant	O
than	O
at	O
espn	B-OBJ
.	O

i	O
'	O
ll	O
take	O
the	O
tnt	O
,	O
espn	B-OBJ
,	O
abc	O
issues	O
as	O
it	O
is	O
better	O
than	O
listening	O
to	O
the	O
circus	O
attitude	B-ASPECT
fox	B-OBJ
gives	O
us	O
.	O

thankfully	O
,	O
petty	O
does	O
not	O
have	O
the	O
"	O
fox	B-OBJ
sports	O
attitude	B-ASPECT
"	O
and	O
his	O
wardrobe	O
does	O
not	O
contain	O
enough	O
neckties	O
to	O
get	O
him	O
through	O
even	O
one	O
nascar	O
on	O
espn	B-OBJ
weekend	O
.	O

when	O
it	O
comes	O
to	O
watching	O
football	O
and	O
basketball	O
,	O
fox	B-OBJ
sports	B-ASPECT
is	O
superior	O
to	O
espn	B-OBJ
in	O
nearly	O
every	O
single	O
way	O
.	O

over	O
the	O
weekend	O
fox	B-OBJ
sports	B-ASPECT
oklahoma	O
did	O
something	O
smarter	O
than	O
what	O
espn	B-OBJ
has	O
been	O
doing	O
lately	O
.	O

in	O
fact	O
all	O
of	O
fox	B-OBJ
sports	B-ASPECT
radio	O
is	O
better	O
than	O
espn	B-OBJ
radio	O
.	O

i	O
really	O
like	O
the	O
coverage	O
on	O
fox	B-OBJ
sports	B-ASPECT
its	O
much	O
better	O
than	O
on	O
espn	B-OBJ
.	O

those	O
are	O
brutal	O
start	O
times	O
for	O
fox	B-OBJ
sports	B-ASPECT
,	O
and	O
there	O
is	O
little	O
chance	O
fox	B-OBJ
will	O
average	O
better	O
viewership	O
numbers	O
than	O
espn	B-OBJ
.	O

lol	O
fox	B-OBJ
gets	O
better	O
ratings	B-ASPECT
than	O
cnn	B-OBJ
.	O

fox	B-OBJ
has	O
better	O
ratings	B-ASPECT
than	O
cnn	B-OBJ
and	O
msnbc	O
combined	O
.	O

based	O
on	O
its	O
success	O
and	O
ratings	B-ASPECT
,	O
fox	B-OBJ
news	O
is	O
clearly	O
superior	O
to	O
cnn	B-OBJ
and	O
msnbc	O
in	O
objective	O
,	O
hard	O
-	O
nose	O
reporting	O
.	O

does	O
anybody	O
wonder	O
why	O
fox	B-OBJ
news	O
has	O
much	O
better	O
ratings	B-ASPECT
than	O
cnn	B-OBJ
.	O

nothing	O
,	O
really	O
,	O
considering	O
that	O
fox	B-OBJ
news	O
still	O
effectively	O
dominates	O
the	O
ratings	B-ASPECT
,	O
with	O
better	O
numbers	O
than	O
msnbc	O
and	O
cnn	B-OBJ
combined	O
.	O

better	O
yet	O
,	O
use	O
postgresql	B-OBJ
(	O
it	O
now	O
has	O
better	O
row	O
locking	O
and	O
better	O
performance	B-ASPECT
than	O
oracle	B-OBJ
on	O
single	O
processor	O
machines	O
).	O

i	O
have	O
this	O
silly	O
idea	O
that	O
postgresql	B-OBJ
could	O
one	O
day	O
be	O
better	O
than	O
oracle	B-OBJ
(	O
in	O
terms	O
of	O
features	O
and	O
performance	B-ASPECT
-	O
postgresql	B-OBJ
already	O
beats	O
oracle	B-OBJ
on	O
cost	O
:-)	O
).	O

berkus	O
said	O
the	O
fact	O
that	O
postgresql	B-OBJ
8	O
.	O
2	O
performance	B-ASPECT
is	O
at	O
the	O
same	O
level	O
,	O
or	O
better	O
than	O
oracle	B-OBJ
,	O
ibm	O
db2	O
or	O
microsoft	O
sql	O
server	O
means	O
that	O
more	O
companies	O
will	O
now	O
be	O
open	O
to	O
using	O
postgresql	B-OBJ
.	O

it	O
delivers	O
oracle	B-OBJ
compatibility	O
as	O
well	O
as	O
performance	B-ASPECT
enhancements	O
over	O
postgresql	B-OBJ
.	O

postgresql	B-OBJ
also	O
brings	O
some	O
performance	B-ASPECT
benefits	O
over	O
the	O
embedded	O
oracle	B-OBJ
database	O
as	O
delivered	O
with	O
5	O
.	O
5	O
and	O
earlier	O
.	O

for	O
the	O
database	O
we	O
use	O
postgresql	B-OBJ
,	O
because	O
we	O
have	O
quite	O
sensitive	O
data	O
and	O
we	O
rely	O
on	O
transactions	B-ASPECT
a	O
lot	O
,	O
and	O
when	O
it	O
comes	O
to	O
transactions	B-ASPECT
postgresql	B-OBJ
is	O
just	O
better	O
at	O
that	O
stuff	O
(	O
arguably	O
,	O
of	O
course	O
)	O
than	O
mysql	B-OBJ
is	O
.	O

and	O
btw	O
,	O
people	O
who	O
need	O
transactions	B-ASPECT
and	O
advanced	O
features	O
tend	O
to	O
use	O
postgresql	B-OBJ
instead	O
of	O
mysql	B-OBJ
+	O
innodb	O
...	O
.	O

it	O
'	O
s	O
possible	O
to	O
take	O
advantage	O
of	O
both	O
systems	O
by	O
using	O
mysql	B-OBJ
to	O
record	O
transactions	B-ASPECT
,	O
then	O
consolidating	O
data	O
from	O
multiple	O
mysql	B-OBJ
-	O
based	O
applications	O
into	O
postgresql	B-OBJ
while	O
checking	O
for	O
inconsistencies	O
.	O

hope	O
mysql	B-OBJ
performs	O
well	O
,	O
performance	B-ASPECT
is	O
much	O
better	O
than	O
oracle	B-OBJ
.	O

when	O
i	O
was	O
working	O
on	O
mysql	B-OBJ
i	O
felt	O
its	O
performance	B-ASPECT
is	O
always	O
better	O
than	O
sql	O
server	O
and	O
oracle	B-OBJ
.	O

creating	O
a	O
database	O
in	O
mysql	B-OBJ
is	O
just	O
create	O
database	O
xy	O
,	O
giving	O
you	O
a	O
much	O
better	O
performance	B-ASPECT
than	O
oracle	B-OBJ
.	O

percona	O
server	O
5	O
.	O
6	O
is	O
also	O
more	O
up	O
-	O
to	O
-	O
date	O
than	O
mysql	B-OBJ
5	O
.	O
6	O
because	O
percona	O
typically	O
pushes	O
out	O
bug	O
fixes	O
and	O
performance	B-ASPECT
enhancements	O
faster	O
than	O
oracle	B-OBJ
.	O

percona	O
'	O
s	O
stated	O
open	O
secret	O
to	O
remaining	O
more	O
advanced	O
and	O
current	O
than	O
the	O
latest	O
release	O
of	O
mysql	B-OBJ
,	O
yet	O
being	O
drop	O
-	O
in	O
-	O
compatible	O
,	O
is	O
its	O
penchant	O
for	O
pushing	O
out	O
bug	O
fixes	O
and	O
performance	B-ASPECT
enhancements	O
faster	O
than	O
oracle	B-OBJ
.	O

after	O
playing	O
around	O
on	O
several	O
occasions	O
with	O
a	O
bread	B-OBJ
machine	O
,	O
i	O
concluded	O
that	O
a	O
bread	B-OBJ
machine	O
does	O
a	O
better	O
job	O
at	O
making	O
bread	B-OBJ
dough	O
than	O
pizza	B-OBJ
dough	O
because	O
of	O
the	O
programmed	O
heat	O
/	O
knead	O
cycle	O
,	O
which	O
is	O
more	O
attuned	O
to	O
bread	B-OBJ
dough	O
production	B-ASPECT
.	O

also	O
,	O
the	O
balance	O
between	O
gas	O
production	B-ASPECT
and	O
gas	O
retention	O
is	O
arguably	O
more	O
important	O
to	O
bread	B-OBJ
production	B-ASPECT
than	O
pizza	B-OBJ
dough	O
production	B-ASPECT
because	O
you	O
want	O
a	O
dough	O
with	O
good	O
volume	O
and	O
forming	O
and	O
shaping	O
characteristics	O
so	O
that	O
the	O
finished	O
bread	B-OBJ
is	O
of	O
good	O
shape	O
and	O
volume	O
.	O

yes	O
,	O
it	O
does	O
still	O
reduce	O
the	O
dough	O
mixing	O
time	O
but	O
in	O
pizza	B-OBJ
production	B-ASPECT
the	O
doughs	O
are	O
significantly	O
undermixed	O
so	O
reduction	O
of	O
mixing	O
time	O
is	O
not	O
as	O
important	O
as	O
it	O
is	O
in	O
bread	B-OBJ
production	B-ASPECT
.	O

to	O
my	O
way	O
of	O
thinking	O
,	O
ash	O
content	O
is	O
more	O
important	O
in	O
flour	O
that	O
will	O
be	O
used	O
for	O
white	O
bread	B-OBJ
production	B-ASPECT
than	O
in	O
pizza	B-OBJ
production	B-ASPECT
(	O
taking	O
into	O
account	O
only	O
the	O
impact	O
on	O
crumb	O
color	O
).	O

the	O
jump	O
to	O
pizza	B-OBJ
came	O
with	O
the	O
food	O
'	O
s	O
increase	O
in	O
popularity	O
as	O
more	O
southern	O
italians	O
entered	O
the	O
usa	O
,	O
but	O
the	O
ovens	O
remained	O
outfitted	O
for	O
bread	B-OBJ
production	B-ASPECT
.	O

tomato	O
sauce	O
on	O
grains	O
or	O
pasta	B-OBJ
would	O
be	O
better	O
than	O
pizza	B-OBJ
,	O
however	O
,	O
because	O
cheese	O
can	O
carry	O
a	O
lot	O
of	O
fat	B-ASPECT
.	O

sony	B-OBJ
offers	O
multiple	O
apps	O
as	O
well	O
as	O
features	O
like	O
highest	O
quality	O
camera	O
,	O
waterproof	O
body	O
,	O
sony	B-OBJ
music	O
jive	O
,	O
sony	B-OBJ
select	O
,	O
google	B-OBJ
play	O
store	O
,	O
xperia	O
lounge	O
,	O
sony	B-OBJ
liv	O
,	O
hd	O
display	O
,	O
sharpness	O
filter	O
,	O
durable	O
battery	O
backup	B-ASPECT
,	O
quad	O
core	O
processors	O
and	O
outstanding	O
graphics	O
.	O

balderston	O
argued	O
that	O
ibm	B-OBJ
is	O
well	O
positioned	O
to	O
take	O
advantage	O
of	O
this	O
period	O
of	O
server	O
history	O
,	O
with	O
its	O
greater	O
linux	O
server	O
share	O
than	O
competitors	O
hp	O
or	O
dell	B-OBJ
,	O
and	O
with	O
more	O
than	O
360	O
middleware	O
products	B-ASPECT
running	O
on	O
linux	O
as	O
well	O
as	O
6	O
,	O
000	O
applications	O
ported	O
to	O
the	O
operating	O
environment	O
.	O

dell	B-OBJ
did	O
not	O
succeed	O
because	O
its	O
products	B-ASPECT
were	O
better	O
than	O
those	O
of	O
competitors	O
ibm	B-OBJ
,	O
compaq	O
,	O
and	O
the	O
like	O
.	O

sony	B-OBJ
does	O
make	O
better	O
platform	O
-	O
exclusive	O
games	B-ASPECT
than	O
microsoft	B-OBJ
.	O

sony	B-OBJ
is	O
better	O
at	O
the	O
game	O
of	O
games	B-ASPECT
than	O
microsoft	B-OBJ
is	O
.	O

@	O
rjejr	O
with	O
the	O
exception	O
of	O
destiny	O
sony	B-OBJ
showed	O
better	O
games	B-ASPECT
than	O
microsoft	B-OBJ
.	O

as	O
well	O
,	O
the	O
catalog	O
of	O
sony	B-OBJ
only	O
games	B-ASPECT
is	O
far	O
better	O
than	O
microsoft	B-OBJ
.	O

sony	B-OBJ
and	O
nintendo	O
are	O
much	O
better	O
at	O
making	O
hardware	O
and	O
games	B-ASPECT
than	O
microsoft	B-OBJ
.	O

sony	B-OBJ
is	O
in	O
a	O
better	O
position	O
than	O
microsoft	B-OBJ
to	O
make	O
something	O
like	O
home	O
work	O
because	O
they	O
are	O
involved	O
in	O
more	O
of	O
the	O
market	O
than	O
microsoft	B-OBJ
(	O
such	O
as	O
movies	O
,	O
music	O
and	O
electronics	B-ASPECT
).	O

he	O
said	O
he	O
doesn	O
'	O
t	O
need	O
those	O
all	O
in	O
one	O
system	O
that	O
xbox	O
had	O
to	O
offer	O
because	O
the	O
ps4	O
also	O
is	O
an	O
all	O
in	O
one	O
system	O
and	O
plus	O
sony	B-OBJ
as	O
a	O
brand	O
is	O
so	O
much	O
better	O
than	O
microsoft	B-OBJ
in	O
terms	O
of	O
electronics	B-ASPECT
.	O

apple	O
is	O
a	O
consumer	O
electronics	B-ASPECT
company	O
more	O
like	O
sony	B-OBJ
than	O
microsoft	B-OBJ
.	O

microsoft	B-OBJ
is	O
a	O
small	O
company	O
compared	O
to	O
the	O
sony	B-OBJ
electronics	B-ASPECT
group	O
ltd	O
.	O

it	O
'	O
s	O
not	O
a	O
question	O
of	O
the	O
ds	B-OBJ
being	O
superior	O
to	O
the	O
psp	B-OBJ
,	O
but	O
the	O
games	B-ASPECT
.	O

the	O
ds	B-OBJ
has	O
many	O
better	O
games	B-ASPECT
than	O
psp	B-OBJ
.	O

keryk	O
ds	B-OBJ
games	B-ASPECT
have	O
been	O
rated	O
waay	O
better	O
then	O
psp	B-OBJ
games	B-ASPECT
.	O

i	O
am	O
very	O
happy	O
with	O
my	O
ds	B-OBJ
and	O
consider	O
it	O
far	O
superior	O
to	O
the	O
psp	B-OBJ
when	O
it	O
comes	O
to	O
games	B-ASPECT
especially	O
!	O

the	O
sheer	O
amount	O
of	O
games	B-ASPECT
being	O
sold	O
for	O
the	O
ds	B-OBJ
is	O
far	O
greater	O
then	O
the	O
psp	B-OBJ
.	O

ds	B-OBJ
sounds	O
better	O
than	O
the	O
psp	B-OBJ
since	O
you	O
mentioned	O
liking	O
the	O
n	O
'	O
s	O
franchises	B-ASPECT
.	O

also	O
,	O
the	O
ds	B-OBJ
has	O
as	O
much	O
new	O
franchises	B-ASPECT
as	O
the	O
psp	B-OBJ
.	O

i	O
prefer	O
any	O
kind	O
of	O
ds	B-OBJ
over	O
the	O
psp	B-OBJ
any	O
day	O
.	O
you	O
can	O
'	O
t	O
find	O
all	O
your	O
favorite	O
nintendo	O
franchises	B-ASPECT
on	O
the	O
psp	B-OBJ
and	O
never	O
will	O
unless	O
you	O
go	O
into	O
emulation	O
.	O
besides	O
the	O
psp	B-OBJ
is	O
big	O
fat	O
and	O
it	O
falls	O
out	O
of	O
my	O
hand	O
a	O
lot	O
easier	O
than	O
the	O
ds	B-OBJ
does	O
.	O

the	O
ds	B-OBJ
is	O
cheaper	O
than	O
the	O
psp	B-OBJ
,	O
hits	O
american	O
shores	O
first	O
and	O
in	O
time	O
for	O
xmas	O
,	O
and	O
will	O
have	O
the	O
usual	O
first	O
-	O
party	O
franchises	B-ASPECT
as	O
killer	O
apps	O
.	O

it	O
'	O
s	O
funny	O
since	O
the	O
psp	B-OBJ
seems	O
far	O
more	O
western	O
-	O
centric	O
compared	O
to	O
the	O
ds	B-OBJ
yet	O
it	O
'	O
s	O
doing	O
better	O
in	O
japan	O
,	O
probably	O
from	O
the	O
sheer	O
number	O
of	O
popular	O
franchises	B-ASPECT
over	O
there	O
which	O
never	O
see	O
the	O
light	O
of	O
day	O
here	O
i	O
'	O
m	O
guessing	O
.	O

psp	B-OBJ
graphics	B-ASPECT
better	O
than	O
ds	B-OBJ
,	O
ds	B-OBJ
sells	O
better	O
.	O

psp	B-OBJ
has	O
better	O
graphics	B-ASPECT
than	O
the	O
ds	B-OBJ
and	O
the	O
ds	B-OBJ
outsold	O
it	O
.	O

but	O
psp	B-OBJ
graphics	B-ASPECT
are	O
far	O
better	O
than	O
ds	B-OBJ
'	O
-	O
by	O
bulldog	O
.	O

the	O
psp	B-OBJ
is	O
much	O
better	O
suited	O
than	O
the	O
ds	B-OBJ
in	O
graphics	B-ASPECT
.	O

he	O
believes	O
the	O
psp	B-OBJ
is	O
better	O
than	O
the	O
ds	B-OBJ
because	O
it	O
has	O
slightly	O
better	O
graphics	B-ASPECT
.	O

even	O
though	O
the	O
ps2	B-OBJ
version	O
drops	O
the	O
multiplayer	O
,	O
the	O
enhanced	O
graphics	O
and	O
(	O
mainly	O
)	O
enhanced	O
controls	B-ASPECT
make	O
the	O
single	O
player	O
experience	O
much	O
better	O
than	O
its	O
psp	B-OBJ
counterpart	O
.	O

i	O
also	O
preferred	O
the	O
psp	B-OBJ
controls	B-ASPECT
to	O
the	O
wii	O
controls	B-ASPECT
,	O
since	O
it	O
was	O
pretty	O
much	O
identical	O
to	O
the	O
original	O
ps2	B-OBJ
release	O
.	O

despite	O
the	O
psp	B-OBJ
having	O
fewer	O
buttons	O
,	O
the	O
controls	B-ASPECT
feel	O
just	O
as	O
solid	O
as	O
they	O
did	O
on	O
the	O
xbox	O
and	O
ps2	B-OBJ
.	O

after	O
reading	O
more	O
reviews	O
,	O
right	O
now	O
the	O
psp	B-OBJ
games	O
look	O
pretty	O
much	O
like	O
watered	O
down	O
ps2	B-OBJ
games	O
,	O
with	O
sloppy	O
controls	B-ASPECT
.	O

it	O
'	O
s	O
one	O
step	O
behind	O
a	O
ps2	B-OBJ
controller	O
(	O
slightly	O
different	O
angles	O
that	O
take	O
some	O
getting	O
used	O
to	O
,	O
but	O
you	O
will	O
),	O
and	O
has	O
excellent	O
controls	B-ASPECT
(	O
two	O
options	O
:	O
setting	O
1	O
mimics	O
the	O
psp	B-OBJ
controls	B-ASPECT
,	O
setting	O
2	O
mimics	O
the	O
ps2	B-OBJ
controls	B-ASPECT
).	O

the	O
ds	B-OBJ
has	O
n64	O
graphics	B-ASPECT
,	O
the	O
3ds	O
in	O
the	O
case	O
of	O
resident	O
evil	O
is	O
better	O
than	O
wii	B-OBJ
.	O

i	O
found	O
out	O
the	O
reason	O
why	O
mw2	O
isn	O
'	O
t	O
on	O
the	O
wii	B-OBJ
yet	O
.	O
it	O
'	O
s	O
because	O
the	O
graphics	B-ASPECT
are	O
incredebly	O
messed	O
up	O
[	O
5000000000000	O
times	O
worse	O
than	O
the	O
ds	B-OBJ
]	O
there	O
in	O
the	O
middle	O
of	O
fixing	O
the	O
graphics	B-ASPECT
there	O
trying	O
to	O
restore	O
the	O
graphics	B-ASPECT
to	O
their	O
normal	O
wii	B-OBJ
state	O
.	O

alot	O
of	O
people	O
are	O
saying	O
that	O
the	O
3ds	O
is	O
to	O
expensive	O
but	O
you	O
get	O
3ds	O
and	O
the	O
ds	B-OBJ
libary	O
,	O
3d	O
,	O
motion	O
controls	O
,	O
touch	O
pad	O
,	O
some	O
games	O
better	O
than	O
wii	B-OBJ
graphics	B-ASPECT
,	O
eshop	O
,	O
browser	O
,	O
ar	O
games	O
,	O
face	O
raiders	O
ect	O
.	O

the	O
graphics	B-ASPECT
are	O
good	O
for	O
ds	B-OBJ
,	O
but	O
i	O
'	O
m	O
sure	O
the	O
wii	B-OBJ
one	O
has	O
much	O
better	O
graphics	B-ASPECT
.	O

i	O
'	O
d	O
expect	O
the	O
ds	B-OBJ
to	O
chug	O
with	O
graphics	B-ASPECT
like	O
that	O
,	O
not	O
the	O
wii	B-OBJ
.	O

maybe	O
for	O
you	O
python	B-OBJ
is	O
cleaner	O
,	O
but	O
to	O
me	O
python	B-OBJ
is	O
harder	O
than	O
ruby	B-OBJ
when	O
i	O
try	O
to	O
read	O
the	O
code	B-ASPECT
.	O

ruby	B-OBJ
code	B-ASPECT
in	O
practice	O
seems	O
cleaner	O
and	O
easier	O
for	O
me	O
to	O
read	O
even	O
than	O
python	B-OBJ
code	B-ASPECT
,	O
with	O
all	O
of	O
its	O
focus	O
in	O
that	O
area	O
.	O

that	O
alone	O
makes	O
ruby	B-OBJ
code	B-ASPECT
much	O
easier	O
to	O
monkeypatch	O
than	O
python	B-OBJ
code	B-ASPECT
.	O

strangely	O
though	O
,	O
despite	O
guido	O
'	O
s	O
user	O
-	O
studies	O
,	O
i	O
find	O
ruby	B-OBJ
code	B-ASPECT
to	O
be	O
almost	O
invariably	O
easier	O
to	O
read	O
than	O
python	B-OBJ
.	O

edit	O
:	O
techb	O
,	O
the	O
reason	O
why	O
i	O
think	O
they	O
might	O
be	O
using	O
ruby	B-OBJ
because	O
i	O
heard	O
it	O
'	O
s	O
faster	O
than	O
python	B-OBJ
,	O
but	O
i	O
'	O
m	O
just	O
learning	B-ASPECT
,	O
so	O
i	O
might	O
be	O
wrong	O
until	O
someone	O
posts	O
a	O
benchmark	O
between	O
several	O
different	O
languages	O
.	O

even	O
if	O
they	O
are	O
trying	O
to	O
speed	O
up	O
scala	B-OBJ
compilation	O
,	O
it	O
'	O
s	O
much	O
slower	O
than	O
java	B-OBJ
/	O
d	O
compilation	O
,	O
because	O
the	O
scala	B-OBJ
type	O
system	O
is	O
very	O
complex	O
and	O
refined	O
and	O
the	O
compiler	B-ASPECT
has	O
to	O
work	O
a	O
lot	O
.	O

i	O
don	O
'	O
t	O
think	O
that	O
creating	O
refactorings	O
for	O
scala	B-OBJ
is	O
much	O
harder	O
than	O
for	O
java	B-OBJ
,	O
things	O
like	O
type	O
inference	O
are	O
irrelevant	O
because	O
i	O
can	O
access	O
the	O
ast	O
of	O
the	O
compiler	B-ASPECT
with	O
all	O
types	O
inferred	O
.	O

scala	B-OBJ
compilation	O
is	O
about	O
ten	O
times	O
slower	O
than	O
java	B-OBJ
code	O
(	O
even	O
with	O
the	O
fast	O
fsc	O
compiler	B-ASPECT
),	O
and	O
this	O
makes	O
programming	O
in	O
scala	B-OBJ
a	O
little	O
worse	O
in	O
practice	O
.	O

it	O
'	O
s	O
scary	O
without	O
incremental	O
compile	O
(	O
sbt	O
)	O
or	O
long	O
running	O
processes	O
(	O
fast	O
compiler	B-ASPECT
)	O
the	O
raw	O
scala	B-OBJ
compiler	B-ASPECT
is	O
10x	O
slower	O
than	O
java	B-OBJ
.	O

the	O
build	O
time	O
for	O
scala	B-OBJ
projects	O
on	O
android	O
can	O
be	O
rather	O
long	O
since	O
code	O
has	O
to	O
pass	O
though	O
the	O
compiler	B-ASPECT
(	O
which	O
is	O
already	O
slower	O
than	O
java	B-OBJ
)	O
and	O
then	O
it	O
has	O
to	O
be	O
dexed	O
.	O

memory	B-ASPECT
for	O
gamecube	B-OBJ
games	O
,	O
store	O
up	O
to	O
2043	O
blocks	O
of	O
information	O
&	O
is	O
suitable	O
for	O
wii	B-OBJ
or	O
gamecube	B-OBJ
consoles	O
.	O

the	O
nintendo	O
wii	B-OBJ
has	O
512mb	O
internal	O
storage	O
,	O
this	O
can	O
save	O
wii	B-OBJ
games	O
,	O
and	O
mii	O
'	O
s	O
etc	O
,	O
but	O
you	O
will	O
need	O
a	O
gamecube	B-OBJ
memory	B-ASPECT
card	O
to	O
save	O
gamecube	B-OBJ
games	O
.	O

